Object1,Object2,Dissimdist,Relationship,Traffic
cisco,amgen,0.8223415531,,
amazon,fordmotor,0.8224203645,,
celgene,allstate,0.8224291934,,
boeing,facebook,0.8224504664,,
schlumberger,c.internetofthings,0.8224562674,,
pepsico,kindermorgan,0.8225267914,,
southernco,fedex,0.8225374436,,
altria,walgreens,0.8225377209,,
netflix,occidentalpetrol,0.822572385,,
dowchemical,exelon,0.8225819739,,
dowchemical,mobileye,0.8225850258,,
accenture,nike,0.8225881914,,
schlumberger,netflix,0.8226242598,,
dellemc,netflix,0.8226472127,,
celgene,walgreens,0.8226573468,,
capitalone,att,0.8226682416,,
p.uber,dowchemical,0.8227496691,,
att,target,0.8227879104,,
att,emersonelectric,0.8228228614,,
celgene,generaldynamics,0.8228238323,,
paypal,netflix,0.8228431646,,
unionpacific,dupont,0.8228607313,,
danaher,p.hulu,0.8228648995,,
mondelez,oracle,0.8228793207,,
conocophillips,mastercard,0.8228818688,,
nexteraenergy,occidentalpetrol,0.8229134487,,
intel,morganstanley,0.8229194401,,
paypal,honeywell,0.8229965475,,
c.bailout,waltdisney,0.8230384093,,
unionpacific,bristolmyerssquibb,0.8230629558,,
southernco,mobileye,0.8230737906,,
merckandco,facebook,0.8230780653,,
raytheon,twentycenturyfox,0.8230931913,,
amex,att,0.8230969978,,
visa,facebook,0.823098812,,
merckandco,twentycenturyfox,0.8231015575,,
amgen,walgreens,0.8231483554,,
honeywell,exelon,0.8231582322,,
honeywell,fedex,0.8231947102,,
p.uber,elilily,0.8231965891,,
paypal,walmart,0.8232096375,,
paypal,apple,0.8232156856,,
amex,occidentalpetrol,0.8232900561,,
honeywell,p.hulu,0.8233053756,,
danaher,walmart,0.8233330274,,
p.uber,visa,0.8233681211,,
simonprop,dowchemical,0.8233864128,,
capitalone,walgreens,0.8233932907,,
p.uber,caterpillar,0.8233943413,,
lowes,cvs,0.8233996224,,
alphabet,jpmchase,0.8234382193,,
boeing,bofa,0.8234598169,,
amex,merckandco,0.8234915181,,
homedepot,waltdisney,0.8234925506,,
target,fedex,0.8235154604,,
paypal,dowchemical,0.8235236682,,
paypal,tesla,0.8235874914,,
cocacola,kindermorgan,0.8235902131,,
att,p.hulu,0.8236391539,,
gilead,amex,0.8236766776,,
costco,boeing,0.8236899079,,
allstate,p.hulu,0.8237334714,,
chevron,amex,0.8237716793,,
cocacola,wellsfargo,0.8237828339,,
bofa,p.hulu,0.823817441,,
allstate,mobileye,0.8238493826,,
visa,walgreens,0.8238972882,,
schlumberger,fedex,0.8239244452,,
honeywell,dukeenergy,0.823931632,,
philipmorrisint,citigroup,0.8239742487,,
amgen,lowes,0.8240167907,,
lowes,generaldynamics,0.8240216375,,
honeywell,bofa,0.8240247992,,
allstate,fedex,0.824044593,,
fedex,p.hulu,0.8240616163,,
lendingclub,tesla,0.8241162349,,
c.internetofthings,walgreens,0.8241250778,,
gilead,oracle,0.8241538469,,
unionpacific,c.bailout,0.8241561177,,
honeywell,nvidia,0.8241724054,,
lockheedmartin,bofa,0.8242199007,,
facebook,nike,0.8242323434,,
berkshirehathaway,facebook,0.8242527667,,
paypal,lendingclub,0.8242657863,,
p.uber,c.virtualreality,0.8242706108,,
capitalone,unionpacific,0.8242993472,,
dowchemical,oracle,0.8243012564,,
homedepot,lockheedmartin,0.8243232624,,
bofa,microsoft,0.8243849498,,
verizon,oracle,0.8244472707,,
c.virtualreality,bankofnewyork,0.8244547369,,
amex,generaldynamics,0.8245188714,,
amgen,p.hulu,0.824525784,,
intel,altria,0.8245314366,,
homedepot,c.selfdriving,0.8245366362,,
gilead,bankofnewyork,0.8245396526,,
c.virtualreality,visa,0.8245519146,,
dukeenergy,mondelez,0.8246194797,,
biogen,waltdisney,0.8247037576,,
cisco,biogen,0.8247348408,,
paypal,caterpillar,0.824765091,,
schlumberger,unionpacific,0.8247950405,,
medtronic,facebook,0.8247997264,,
c.virtualreality,lowes,0.8248159759,,
paypal,elilily,0.8248820772,,
twentycenturyfox,netflix,0.8248851342,,
comcast,starbucks,0.8248879003,,
lowes,c.selfdriving,0.8248973855,,
timewarner,facebook,0.8249043847,,
costco,emersonelectric,0.824905982,,
honeywell,netflix,0.8249077675,,
mastercard,medtronic,0.8249133998,,
fedex,c.saas,0.824913538,,
merckandco,visa,0.8249152219,,
p.uber,comcast,0.824971662,,
medtronic,waltdisney,0.8249769308,,
celgene,bofa,0.824977894,,
c.virtualreality,emersonelectric,0.8249841665,,
gilead,unitedtech,0.8249911814,,
simonprop,verizon,0.8250090745,,
c.virtualreality,bristolmyerssquibb,0.8250705622,,
lockheedmartin,p.hulu,0.8250776063,,
c.streamingmedia,apple,0.825080477,,
aig,walgreens,0.8251022246,,
twentycenturyfox,morganstanley,0.8251175698,,
paypal,wellsfargo,0.8251238993,,
comcast,facebook,0.8251317065,,
c.videoondemand,mobileye,0.8251330799,,
png,c.selfdriving,0.8251495639,,
att,lowes,0.8251736059,,
philipmorrisint,ibm,0.8251902286,,
unionpacific,p.hulu,0.8251981172,,
abbvie,lowes,0.8252224819,,
pepsico,exelon,0.8252507851,,
goldmansachs,waltdisney,0.8252644765,,
alphabet,c.bailout,0.8253000836,,
dellemc,visa,0.825304534,,
abbott,kindermorgan,0.8253104424,,
mobileye,oracle,0.825317148,,
elilily,facebook,0.825402827,,
honeywell,usbancorp,0.8254430167,,
abbott,visa,0.8254875457,,
berkshirehathaway,nvidia,0.825490083,,
allstate,lendingclub,0.8256152439,,
intel,comcast,0.8256726391,,
aig,philipmorrisint,0.8257099677,,
conocophillips,visa,0.8257123789,,
chevron,oracle,0.8257374194,,
halliburton,simonprop,0.8257635125,,
facebook,c.selfdriving,0.8257800289,,
amex,tesla,0.8257889125,,
celgene,unitedtech,0.8258042047,,
amex,apple,0.8258372671,,
amex,emersonelectric,0.8259042653,,
bristolmyerssquibb,fedex,0.8259276705,,
paypal,occidentalpetrol,0.8259414833,,
lendingclub,dowchemical,0.8259706496,,
starbucks,dellemc,0.8259770586,,
mastercard,c.saas,0.8260009592,,
target,fordmotor,0.8260100053,,
exxonmobil,fedex,0.8260243761,,
morganstanley,generaldynamics,0.8260303884,,
unitedhealth,waltdisney,0.8260340973,,
simonprop,walmart,0.8260391378,,
mcdonalds,fordmotor,0.8260507528,,
unitedtech,c.electricvehicle,0.826061869,,
lockheedmartin,twentycenturyfox,0.8260662937,,
johnsonandjohnson,p.hulu,0.8260722235,,
homedepot,conocophillips,0.8260767563,,
bristolmyerssquibb,nvidia,0.8260821541,,
unitedtech,c.selfdriving,0.8261289064,,
honeywell,twentycenturyfox,0.8261731419,,
pepsico,nvidia,0.8261763259,,
dupont,c.orphandrug,0.8261997885,,
danaher,nike,0.8262077884,,
ibm,usbancorp,0.8262095992,,
jpmchase,oracle,0.8262172955,,
amex,c.internetofthings,0.8262458866,,
medtronic,c.saas,0.8262558265,,
lendingclub,occidentalpetrol,0.8262658714,,
cisco,mcdonalds,0.8262696859,,
starbucks,emersonelectric,0.8262748507,,
c.virtualreality,c.mbs,0.826279192,,
qualcomm,costco,0.8263397503,,
c.internetofthings,c.shalegas,0.8263465103,,
chevron,c.selfdriving,0.8264363515,,
berkshirehathaway,exelon,0.8264883065,,
cisco,att,0.8264940382,,
mobileye,mondelez,0.8265044899,,
ups,c.mbs,0.8265131123,,
intel,lowes,0.8265702781,,
gilead,p.uber,0.8266110677,,
qualcomm,c.electricvehicle,0.8266165066,,
homedepot,merckandco,0.8266224291,,
paypal,allstate,0.8267010765,,
celgene,priceline,0.8267245411,,
c.saas,c.selfdriving,0.8267389848,,
mondelez,usbancorp,0.8268242041,,
aig,usbancorp,0.8268253684,,
lowes,fordmotor,0.8268337449,,
p.uber,johnsonandjohnson,0.8268343808,,
unionpacific,c.internetofthings,0.8268473249,,
netflix,walgreens,0.8268561864,,
lowes,visa,0.8269231646,,
celgene,simonprop,0.8269291566,,
p.uber,starbucks,0.826935609,,
merckandco,waltdisney,0.8269507094,,
dukeenergy,elilily,0.827033507,,
mcdonalds,biogen,0.8270785699,,
att,biogen,0.8270958174,,
conocophillips,walgreens,0.8271089064,,
p.uber,accenture,0.8271114174,,
citigroup,dukeenergy,0.8271379235,,
medtronic,netflix,0.8271523012,,
lendingclub,southernco,0.827154301,,
alphabet,c.internetofthings,0.8271633925,,
mastercard,timewarner,0.8271836283,,
att,dellemc,0.8271932149,,
amazon,bofa,0.8272353211,,
target,c.selfdriving,0.8272619994,,
att,unionpacific,0.8272702756,,
cocacola,dukeenergy,0.8272744179,,
cisco,conocophillips,0.8272912766,,
simonprop,occidentalpetrol,0.8272994079,,
caterpillar,nvidia,0.8273182807,,
paypal,southernco,0.8273208632,,
starbucks,generaldynamics,0.8273362937,,
priceline,lendingclub,0.8273806859,,
ibm,wellsfargo,0.8273893872,,
mastercard,unionpacific,0.8274148934,,
cvs,fedex,0.8274246029,,
nike,fordmotor,0.8274506793,,
bofa,elilily,0.8274777718,,
celgene,cisco,0.8274839638,,
c.streamingmedia,ge,0.827547236,,
jpmchase,dukeenergy,0.8275568338,,
c.videoondemand,tesla,0.8275769621,,
comcast,fedex,0.8275897239,,
unionpacific,c.electricvehicle,0.827604293,,
capitalone,nike,0.8276163336,,
caterpillar,alphabet,0.8276354857,,
walgreens,fordmotor,0.8276479963,,
intel,oracle,0.8276681921,,
paypal,accenture,0.8276855762,,
bankofnewyork,nike,0.8277057366,,
allstate,netflix,0.8277063748,,
goldmansachs,unitedtech,0.8277170721,,
netflix,nike,0.8277339009,,
chevron,fedex,0.8278091809,,
comcast,unitedtech,0.8278600612,,
alphabet,comcast,0.8278613184,,
c.videoondemand,mcdonalds,0.827871867,,
aig,qualcomm,0.8278802558,,
dupont,nvidia,0.8279208913,,
dukeenergy,unitedtech,0.8279453931,,
ibm,nvidia,0.8279794639,,
honeywell,mastercard,0.8279862831,,
lendingclub,facebook,0.8279998471,,
amgen,mobileye,0.8280144053,,
allstate,facebook,0.8280913881,,
johnsonandjohnson,lendingclub,0.8281061319,,
c.selfdriving,p.hulu,0.8281600321,,
honeywell,c.saas,0.8281907832,,
simonprop,c.bailout,0.8282705027,,
allstate,bofa,0.8283140173,,
aig,fordmotor,0.8283635403,,
allstate,visa,0.8283750337,,
johnsonandjohnson,dukeenergy,0.8283883704,,
att,boeing,0.8284011661,,
gilead,paypal,0.8284694804,,
alphabet,dellemc,0.8284873685,,
honeywell,unionpacific,0.8284910805,,
boeing,oracle,0.8285465207,,
philipmorrisint,unitedhealth,0.8285544641,,
alphabet,boeing,0.8285609083,,
altria,waltdisney,0.8285661212,,
priceline,fordmotor,0.8285857298,,
timewarner,visa,0.8285864922,,
paypal,c.virtualreality,0.8286804288,,
twentycenturyfox,boeing,0.8286919957,,
colgate-palmolive,wellsfargo,0.8287028389,,
unionpacific,visa,0.8287072107,,
occidentalpetrol,oracle,0.8287946055,,
walgreens,waltdisney,0.8288664948,,
caterpillar,kindermorgan,0.8288772219,,
aig,facebook,0.8288803234,,
paypal,walgreens,0.8289332549,,
apple,att,0.8289583452,,
abbvie,mobileye,0.8290109535,,
danaher,bofa,0.8290282399,,
paypal,cisco,0.8290634472,,
paypal,pepsico,0.8290824068,,
cisco,nvidia,0.8291449457,,
gilead,c.internetofthings,0.8291970017,,
cocacola,unitedtech,0.8292266784,,
alphabet,bankofnewyork,0.8292393237,,
capitalone,waltdisney,0.8292439184,,
texasinstrument,dukeenergy,0.8292538467,,
p.uber,dellemc,0.8292644595,,
intel,waltdisney,0.8292696629,,
comcast,walgreens,0.8292740374,,
gilead,nvidia,0.8293190012,,
blackrock,usbancorp,0.8293386421,,
abbott,fedex,0.8293604814,,
png,c.saas,0.8294096269,,
att,danaher,0.8294674072,,
starbucks,timewarner,0.829470454,,
halliburton,lendingclub,0.8295364397,,
mastercard,elilily,0.8295397616,,
amgen,att,0.8295489983,,
target,twentycenturyfox,0.8295626588,,
danaher,c.selfdriving,0.82964869,,
mobileye,c.bailout,0.8296698798,,
goldmansachs,alphabet,0.8297289711,,
homedepot,amgen,0.8297296629,,
metlife,dukeenergy,0.8297318097,,
allergan,starbucks,0.8297384079,,
costco,c.bailout,0.8297402211,,
qualcomm,fedex,0.8297442187,,
halliburton,oracle,0.8297490674,,
pepsico,simonprop,0.8297725329,,
homedepot,cisco,0.8297964043,,
altria,unionpacific,0.8298179892,,
allergan,bofa,0.829886811,,
allstate,unionpacific,0.8298978016,,
kindermorgan,dukeenergy,0.829930374,,
merckandco,c.internetofthings,0.8299693111,,
halliburton,fordmotor,0.8301069877,,
amazon,mobileye,0.8301104049,,
medtronic,oracle,0.830130497,,
goldmansachs,celgene,0.83015337,,
paypal,c.mbs,0.8301581856,,
bankofnewyork,unionpacific,0.8301889633,,
caterpillar,c.saas,0.83019605,,
paypal,starbucks,0.8301984797,,
allstate,c.selfdriving,0.8302062488,,
alphabet,medtronic,0.8302634309,,
halliburton,costco,0.8302656496,,
intel,netflix,0.8302966102,,
accenture,oracle,0.8303273866,,
conocophillips,waltdisney,0.8304215122,,
philipmorrisint,metlife,0.8304227742,,
visa,nike,0.8304283776,,
intel,c.saas,0.8305006228,,
cisco,merckandco,0.83052309,,
johnsonandjohnson,unionpacific,0.8305449268,,
fedex,walmart,0.8305462727,,
abbvie,mastercard,0.8305640916,,
cisco,walmart,0.8305922294,,
amex,unionpacific,0.8306143848,,
kindermorgan,berkshirehathaway,0.8306404498,,
dellemc,mobileye,0.8306697455,,
abbvie,costco,0.8306832821,,
lowes,waltdisney,0.8307410066,,
pfizer,unionpacific,0.8307870371,,
dupont,c.selfdriving,0.8308012355,,
raytheon,c.electricvehicle,0.830826484,,
att,mcdonalds,0.8308921954,,
intel,c.selfdriving,0.8309261252,,
cocacola,fedex,0.8309826473,,
abbott,exelon,0.8310017702,,
texasinstrument,wellsfargo,0.8310462464,,
p.uber,c.videoondemand,0.8310553732,,
c.bailout,oracle,0.8310889514,,
c.virtualreality,berkshirehathaway,0.83111953,,
c.bailout,c.saas,0.8311198989,,
c.virtualreality,walmart,0.8311574411,,
capitalone,unitedtech,0.8311607759,,
citigroup,mobileye,0.83116665,,
celgene,apple,0.8312195898,,
accenture,unitedtech,0.8312321758,,
c.videoondemand,ibm,0.8312675576,,
raytheon,usbancorp,0.83129125,,
lendingclub,mcdonalds,0.8313175829,,
starbucks,morganstanley,0.8313506131,,
boeing,c.saas,0.8313519822,,
abbvie,facebook,0.831355794,,
metlife,c.saas,0.8313795767,,
celgene,ups,0.8313843004,,
amgen,bankofnewyork,0.8313855947,,
caterpillar,lendingclub,0.8313920583,,
conocophillips,p.hulu,0.8314067599,,
allstate,oracle,0.8314842239,,
c.virtualreality,amgen,0.8315499086,,
costco,nike,0.8315535176,,
ibm,dukeenergy,0.831667708,,
biogen,mobileye,0.8317206955,,
emersonelectric,waltdisney,0.83174884,,
ups,nvidia,0.8317497259,,
visa,generaldynamics,0.8317579353,,
p.uber,timewarner,0.8317645745,,
aig,oracle,0.8317958589,,
c.bailout,fordmotor,0.8317991805,,
texasinstrument,c.machinelearning,0.8318281835,,
boeing,fedex,0.8318356682,,
gilead,mastercard,0.8318557929,,
raytheon,lendingclub,0.831864753,,
p.uber,aig,0.8318784744,,
qualcomm,amex,0.8318787009,,
cisco,mastercard,0.8319242362,,
mondelez,wellsfargo,0.831943761,,
danaher,mcdonalds,0.8320004999,,
tesla,dukeenergy,0.8320009492,,
dellemc,fordmotor,0.8320340864,,
biogen,c.internetofthings,0.8320577219,,
citigroup,kindermorgan,0.8320650597,,
lendingclub,netflix,0.8320760258,,
amgen,c.internetofthings,0.8320931849,,
abbvie,lendingclub,0.8321011345,,
goldmansachs,att,0.8321121277,,
lockheedmartin,netflix,0.832137588,,
unionpacific,generaldynamics,0.8321709542,,
mastercard,emersonelectric,0.8321945518,,
starbucks,medtronic,0.8322031352,,
caterpillar,twentycenturyfox,0.8322236495,,
mobileye,exxonmobil,0.8322665447,,
unionpacific,mondelez,0.8323160777,,
comcast,visa,0.8323482533,,
colgate-palmolive,nvidia,0.8323610234,,
tesla,bofa,0.8323689682,,
dupont,fedex,0.8323773542,,
netflix,c.selfdriving,0.8324315509,,
kindermorgan,metlife,0.8324913506,,
abbvie,nvidia,0.8324977691,,
costco,c.internetofthings,0.832561369,,
fedex,generaldynamics,0.8325771508,,
bankofnewyork,exelon,0.8325966386,,
priceline,c.saas,0.832600524,,
kindermorgan,c.bailout,0.8326031584,,
amgen,netflix,0.8326059195,,
mcdonalds,bofa,0.8326217094,,
goldmansachs,walgreens,0.8326729276,,
gilead,visa,0.8326816,,
cvs,wellsfargo,0.8327218083,,
amex,walgreens,0.832739449,,
morganstanley,oracle,0.8327674244,,
mondelez,fedex,0.83278634,,
metlife,mobileye,0.83282703,,
amgen,bofa,0.8328377145,,
p.uber,occidentalpetrol,0.8328742384,,
homedepot,fedex,0.8328893853,,
intel,cvs,0.8329028109,,
simonprop,lockheedmartin,0.8329109329,,
honeywell,simonprop,0.8329114452,,
danaher,morganstanley,0.8330518165,,
bofa,emersonelectric,0.8330628158,,
simonprop,lowes,0.8330679595,,
bankofnewyork,walgreens,0.8331440883,,
altria,tesla,0.8332852412,,
schlumberger,facebook,0.8332933476,,
allergan,p.hulu,0.8333410035,,
apple,unionpacific,0.8333847175,,
texasinstrument,c.mbs,0.8334067318,,
pfizer,dukeenergy,0.8334384533,,
amex,cvs,0.8334451727,,
kindermorgan,texasinstrument,0.8335239175,,
celgene,nike,0.8335659338,,
accenture,unionpacific,0.8336148127,,
homedepot,facebook,0.8336233575,,
exelon,walmart,0.833630103,,
mobileye,c.saas,0.8336733566,,
bankofnewyork,biogen,0.8336789014,,
walmart,waltdisney,0.8337331195,,
altria,mastercard,0.8337833357,,
comcast,mastercard,0.8337842327,,
lowes,bofa,0.8337918115,,
paypal,abbvie,0.8338118397,,
danaher,fordmotor,0.8338282124,,
unionpacific,walgreens,0.8338519551,,
3m,c.mbs,0.8339051296,,
walmart,fordmotor,0.8339192562,,
homedepot,danaher,0.8339207562,,
lendingclub,boeing,0.8339266564,,
simonprop,elilily,0.8339688558,,
unionpacific,unitedhealth,0.833971226,,
allergan,fordmotor,0.8340329752,,
lowes,facebook,0.8340340807,,
alphabet,emersonelectric,0.8341490728,,
usbancorp,verizon,0.8341579737,,
conocophillips,fordmotor,0.8341612254,,
target,oracle,0.8342124858,,
target,unitedtech,0.8342255582,,
starbucks,unionpacific,0.834227045,,
johnsonandjohnson,nvidia,0.834228684,,
costco,dellemc,0.8342387193,,
jpmchase,c.selfdriving,0.8342551824,,
cisco,fedex,0.8342676192,,
colgate-palmolive,c.shalegas,0.834268227,,
abbvie,c.virtualreality,0.8342766096,,
southernco,morganstanley,0.8343230481,,
att,twentycenturyfox,0.8344355636,,
png,usbancorp,0.834452052,,
elilily,exelon,0.8344650436,,
homedepot,cvs,0.834504554,,
c.virtualreality,mondelez,0.8345205779,,
mondelez,exelon,0.8345215259,,
simonprop,p.hulu,0.8345416537,,
p.uber,fedex,0.8345547651,,
att,mastercard,0.8345749979,,
accenture,c.saas,0.8346154732,,
homedepot,emersonelectric,0.8346164268,,
simonprop,biogen,0.8346188775,,
costco,medtronic,0.8346407635,,
unionpacific,elilily,0.8346563566,,
merckandco,fordmotor,0.8346645175,,
conocophillips,costco,0.8346722973,,
p.uber,morganstanley,0.8347438242,,
accenture,usbancorp,0.8347741406,,
netflix,fedex,0.8347842784,,
abbvie,oracle,0.8347957007,,
p.uber,costco,0.8348000009,,
paypal,dellemc,0.8348489594,,
accenture,netflix,0.8348523432,,
raytheon,wellsfargo,0.8348880726,,
jpmchase,fordmotor,0.8349045141,,
amgen,mastercard,0.8349298708,,
allergan,mobileye,0.8349493324,,
att,fedex,0.8349774685,,
texasinstrument,blackrock,0.8349957032,,
tesla,nvidia,0.8350440127,,
accenture,visa,0.835049634,,
att,walmart,0.8351082989,,
lockheedmartin,mastercard,0.8351125024,,
colgate-palmolive,fedex,0.8351219511,,
c.internetofthings,fedex,0.8351855819,,
cvs,waltdisney,0.8351988904,,
costco,generaldynamics,0.8352281736,,
c.bailout,c.orphandrug,0.8352577642,,
dowchemical,c.selfdriving,0.8352700684,,
c.virtualreality,accenture,0.8352904229,,
intel,unitedtech,0.8353104186,,
priceline,c.internetofthings,0.8353750381,,
amex,waltdisney,0.8353939116,,
lockheedmartin,visa,0.8354189097,,
verizon,c.selfdriving,0.8354312371,,
amex,danaher,0.8354348612,,
elilily,fedex,0.8354845,,
raytheon,dukeenergy,0.8354913407,,
intel,walgreens,0.8354967645,,
tesla,exelon,0.8355071746,,
paypal,boeing,0.8355221554,,
mastercard,c.selfdriving,0.8355355465,,
amex,facebook,0.835553319,,
mastercard,walgreens,0.8355538664,,
alphabet,amgen,0.835568667,,
c.videoondemand,accenture,0.8355794184,,
accenture,alphabet,0.8356043744,,
capitalone,c.saas,0.8356318942,,
homedepot,qualcomm,0.8356327461,,
accenture,mastercard,0.8356330751,,
johnsonandjohnson,kindermorgan,0.8356342819,,
c.virtualreality,biogen,0.8356455957,,
bankofnewyork,cvs,0.8356593821,,
bankofnewyork,unitedtech,0.8356835398,,
usbancorp,c.mbs,0.8356900382,,
simonprop,microsoft,0.8356909016,,
apple,unitedtech,0.8356978482,,
qualcomm,unionpacific,0.8357487745,,
